전표일자,ITEM_CD,제품코드/명  칭, 수  량 ,판매단가, 판매대금 ,
20200914,20412112,동충하초 육성돈S(MB)," 5,420 ",462," 2,504,040 ",
20200914,20313912,동충하초 젖돈S(MB)," 7,330 ",470," 3,445,100 ",
20200915,20412112,동충하초 육성돈S(MB)," 7,400 ",462," 3,418,800 ",
20200921,20313912,동충하초 젖돈S(MB)," 7,110 ",470," 3,341,700 ",
20200921,20412112,동충하초 육성돈S(MB)," 5,190 ",462," 2,397,780 ",
20200921,20912612,동충하초 임신돈S(MB)," 6,780 ",436.8," 2,961,500 ",
20200925,20313912,동충하초 젖돈S(MB)," 7,070 ",470," 3,322,900 ",
20200925,20412112,동충하초 육성돈S(MB)," 5,160 ",462," 2,383,920 ",
20200928,20313912,동충하초 젖돈S(MB)," 7,060 ",470," 3,318,200 ",
20200928,20412112,동충하초 육성돈S(MB)," 3,100 ",462," 1,432,200 ",
20200928,20912612,동충하초 임신돈S(MB)," 2,060 ",436.8," 899,800 ",
20200928,20313912,동충하초 젖돈S(MB)," 2,290 ",470," 1,076,300 ",
20200928,20412112,동충하초 육성돈S(MB)," 9,270 ",462," 4,282,740 ",
20201005,20313912,동충하초 젖돈S(MB)," 2,290 ",470," 1,076,300 ",
20201005,20412112,동충하초 육성돈S(MB)," 9,470 ",462," 4,375,140 ",
20201007,20912612,동충하초 임신돈S(MB)," 3,190 ",436.8," 1,393,390 ",
20201007,20313912,동충하초 젖돈S(MB)," 6,100 ",470," 2,867,000 ",
20201007,20412112,동충하초 육성돈S(MB)," 6,290 ",462," 2,905,980 ",
20201008,20912612,동충하초 임신돈S(MB)," 3,080 ",445.6," 1,372,440 ",
20201012,20313912,동충하초 젖돈S(MB)," 9,510 ",470," 4,469,700 ",
20201012,20412112,동충하초 육성돈S(MB)," 4,140 ",462," 1,912,680 ",
20201013,20412112,동충하초 육성돈S(MB)," 3,100 ",462," 1,432,200 ",
20201015,20412112,동충하초 육성돈S(MB)," 10,250 ",462," 4,735,500 ",
20201019,20313912,동충하초 젖돈S(MB)," 7,100 ",470," 3,337,000 ",
20201019,20412112,동충하초 육성돈S(MB)," 5,380 ",462," 2,485,560 ",
20201021,20412112,동충하초 육성돈S(MB)," 2,190 ",462," 1,011,780 ",
20201021,20313912,동충하초 젖돈S(MB)," 2,200 ",470," 1,034,000 ",
20201021,20912612,동충하초 임신돈S(MB)," 6,590 ",436.8," 2,878,510 ",
20201023,20313912,동충하초 젖돈S(MB)," 7,070 ",470," 3,322,900 ",
20201023,20412112,동충하초 육성돈S(MB)," 5,440 ",462," 2,513,280 ",
20201028,20412112,동충하초 육성돈S(MB)," 9,190 ",462," 4,245,780 ",
20201030,20313912,동충하초 젖돈S(MB)," 7,080 ",470," 3,327,600 ",
20201030,20412112,동충하초 육성돈S(MB)," 5,370 ",462," 2,480,940 ",
20201102,20313912,동충하초 젖돈S(MB)," 2,990 ",470," 1,405,300 ",
20201102,20412112,동충하초 육성돈S(MB)," 3,010 ",462," 1,390,620 ",
20201102,20912612,동충하초 임신돈S(MB)," 6,380 ",436.8," 2,786,780 ",
20201104,20412112,동충하초 육성돈S(MB)," 7,400 ",462," 3,418,800 ",
20201106,20313912,동충하초 젖돈S(MB)," 9,140 ",470," 4,295,800 ",
20201110,20313912,동충하초 젖돈S(MB)," 3,080 ",470," 1,447,600 ",
20201111,20412112,동충하초 육성돈S(MB)," 6,190 ",462," 2,859,780 ",
20201116,20412112,동충하초 육성돈S(MB)," 9,420 ",462," 4,352,040 ",
20201116,20912612,동충하초 임신돈S(MB)," 6,180 ",436.8," 2,699,420 ",
20201120,20313912,동충하초 젖돈S(MB)," 7,100 ",470," 3,337,000 ",
20201120,20412112,동충하초 육성돈S(MB)," 5,530 ",462," 2,554,860 ",
20201123,20313912,동충하초 젖돈S(MB)," 1,570 ",470," 737,900 ",
20201123,20412112,동충하초 육성돈S(MB)," 1,600 ",462," 739,200 ",
20201124,20412112,동충하초 육성돈S(MB)," 7,490 ",462," 3,460,380 ",
20201125,20412112,동충하초 육성돈S(MB)," 3,090 ",462," 1,427,580 ",
20201126,20313912,동충하초 젖돈S(MB)," 6,530 ",470," 3,069,100 ",
20201130,20412112,동충하초 육성돈S(MB)," 6,090 ",462," 2,813,580 ",
20201130,20912612,동충하초 임신돈S(MB)," 6,570 ",436.8," 2,869,770 ",
20201201,20313912,동충하초 젖돈S(MB)," 9,590 ",470," 4,507,300 ",
20201204,20313912,동충하초 젖돈S(MB)," 6,410 ",470," 3,012,700 ",
20201204,20412112,동충하초 육성돈S(MB)," 6,480 ",462," 2,993,760 ",
20201207,20313912,동충하초 젖돈S(MB)," 3,100 ",470," 1,457,000 ",
20201207,20412112,동충하초 육성돈S(MB)," 10,010 ",462," 4,624,620 ",
20201211,20313912,동충하초 젖돈S(MB)," 7,470 ",470," 3,510,900 ",
20201211,20412112,동충하초 육성돈S(MB)," 5,320 ",462," 2,457,840 ",
20201214,20912612,동충하초 임신돈S(MB)," 6,550 ",436.8," 2,861,040 ",
20201214,20313912,동충하초 젖돈S(MB)," 3,120 ",470," 1,466,400 ",
20201217,20313912,동충하초 젖돈S(MB)," 9,540 ",470," 4,483,800 ",
20201221,20412112,동충하초 육성돈S(MB)," 7,530 ",462," 3,478,860 ",
20201221,20313912,동충하초 젖돈S(MB)," 5,100 ",470," 2,397,000 ",
20201223,20412112,동충하초 육성돈S(MB)," 9,620 ",462," 4,444,440 ",
20201224,20412112,동충하초 육성돈S(MB)," 7,130 ",462," 3,294,060 ",
20201224,20912612,동충하초 임신돈S(MB)," 5,710 ",436.8," 2,494,120 ",
20201228,20313912,동충하초 젖돈S(MB)," 9,740 ",470," 4,577,800 ",
20210104,20412112,동충하초 육성돈S(MB)," 6,910 ",462," 3,192,420 ",
20210104,20313912,동충하초 젖돈S(MB)," 6,730 ",470," 3,163,100 ",
20210104,20912612,동충하초 임신돈S(MB)," 6,070 ",436.8," 2,651,370 ",
20210111,20313912,동충하초 젖돈S(MB)," 7,100 ",470," 3,337,000 ",
20210111,20412112,동충하초 육성돈S(MB)," 5,290 ",462," 2,443,980 ",
20210111,20412112,동충하초 육성돈S(MB)," 3,080 ",462," 1,422,960 ",
20210112,20412112,동충하초 육성돈S(MB)," 6,250 ",462," 2,887,500 ",
20210115,20313912,동충하초 젖돈S(MB)," 6,550 ",470," 3,078,500 ",
20210115,20412112,동충하초 육성돈S(MB)," 9,580 ",462," 4,425,960 ",
20210115,20912612,동충하초 임신돈S(MB)," 6,060 ",436.8," 2,647,000 ",
20210120,20412112,동충하초 육성돈S(MB)," 9,570 ",462," 4,421,340 ",
20210120,20313912,동충하초 젖돈S(MB)," 9,540 ",470," 4,483,800 ",
20210127,20313912,동충하초 젖돈S(MB)," 9,530 ",470," 4,479,100 ",
20210127,20412112,동충하초 육성돈S(MB)," 6,500 ",462," 3,003,000 ",
20210127,20912612,동충하초 임신돈S(MB)," 6,060 ",436.8," 2,647,000 ",
20210203,20313912,동충하초 젖돈S(MB)," 9,440 ",470," 4,436,800 ",
20210205,20412112,동충하초 육성돈S(MB)," 9,450 ",462," 4,365,900 ",
20210208,20313912,동충하초 젖돈S(MB)," 4,510 ",470," 2,119,700 ",
20210208,20912612,동충하초 임신돈S(MB)," 5,330 ",436.8," 2,328,140 ",
20210209,20412112,동충하초 육성돈S(MB)," 5,020 ",462," 2,319,240 ",
20210209,20313912,동충하초 젖돈S(MB)," 5,000 ",470," 2,350,000 ",
20210215,20412112,동충하초 육성돈S(MB)," 9,640 ",462," 4,453,680 ",
20210216,20313912,동충하초 젖돈S(MB)," 4,500 ",470," 2,115,000 ",
20210218,20412112,동충하초 육성돈S(MB)," 7,080 ",462," 3,270,960 ",
20210218,20912612,동충하초 임신돈S(MB)," 5,570 ",436.8," 2,432,970 ",
20210223,20313912,동충하초 젖돈S(MB)," 5,050 ",470," 2,373,500 ",
20210223,20412112,동충하초 육성돈S(MB)," 5,020 ",462," 2,319,240 ",
20210224,20412112,동충하초 육성돈S(MB)," 12,940 ",462," 5,978,280 ",
20210302,20313912,동충하초 젖돈S(MB)," 7,160 ",470," 3,365,200 ",
20210302,20912612,동충하초 임신돈S(MB)," 5,460 ",436.8," 2,384,920 ",
20210302,20412112,동충하초 육성돈S(MB)," 9,670 ",462," 4,467,540 ",
20210304,20313912,동충하초 젖돈S(MB)," 4,590 ",470," 2,157,300 ",
20210304,20412112,동충하초 육성돈S(MB)," 4,120 ",462," 1,903,440 ",
20210309,20412112,동충하초 육성돈S(MB)," 9,810 ",462," 4,532,220 ",
20210310,20313912,동충하초 젖돈S(MB)," 4,620 ",470," 2,171,400 ",
20210310,20412112,동충하초 육성돈S(MB)," 4,410 ",462," 2,037,420 ",
20210311,20912612,동충하초 임신돈S(MB)," 6,450 ",436.8," 2,817,360 ",
20210316,20313912,동충하초 젖돈S(MB)," 9,980 ",470," 4,690,600 ",
20210318,20412112,동충하초 육성돈S(MB)," 5,040 ",462," 2,328,480 ",
20210318,20313912,동충하초 젖돈S(MB)," 5,010 ",470," 2,354,700 ",
20210322,20313912,동충하초 젖돈S(MB)," 7,100 ",470," 3,337,000 ",
20210322,20412112,동충하초 육성돈S(MB)," 3,000 ",462," 1,386,000 ",
20210324,20313912,동충하초 젖돈S(MB)," 5,420 ",470," 2,547,400 ",
20210324,20412112,동충하초 육성돈S(MB)," 4,420 ",462," 2,042,040 ",
20210325,20313912,동충하초 젖돈S(MB)," 10,150 ",470," 4,770,500 ",
20210326,20912612,동충하초 임신돈S(MB)," 8,000 ",436.8," 3,494,400 ",
20210329,20412112,동충하초 육성돈S(MB)," 3,030 ",462," 1,399,860 ",
20210330,20313912,동충하초 젖돈S(MB)," 2,980 ",470," 1,400,600 ",
20210331,20412112,동충하초 육성돈S(MB)," 2,980 ",462," 1,376,760 ",
20210412,20313912,동충하초 젖돈S(MB)," 5,820 ",511.2," 2,975,180 ",
20210412,20912612,동충하초 임신돈S(MB)," 6,650 ",478," 3,178,700 ",
20210412,20313912,동충하초 젖돈S(MB)," 7,530 ",511.2," 3,849,330 ",
20210412,20412112,동충하초 육성돈S(MB)," 5,190 ",503.2," 2,611,600 ",
20210414,20412112,동충하초 육성돈S(MB)," 3,210 ",503.2," 1,615,270 ",
20210415,20412112,동충하초 육성돈S(MB)," 3,080 ",503.2," 1,549,850 ",
20210421,20313912,동충하초 젖돈S(MB)," 6,670 ",511.2," 3,409,700 ",
20210421,20412112,동충하초 육성돈S(MB)," 6,320 ",503.2," 3,180,220 ",
20210423,20313912,동충하초 젖돈S(MB)," 3,000 ",511.2," 1,533,600 ",
20210423,20912612,동충하초 임신돈S(MB)," 6,800 ",478," 3,250,400 ",
20210427,20313912,동충하초 젖돈S(MB)," 1,690 ",511.2," 863,920 ",
20210427,20412112,동충하초 육성돈S(MB)," 1,710 ",503.2," 860,470 ",
20210428,20313912,동충하초 젖돈S(MB)," 3,120 ",511.2," 1,594,940 ",
20210428,20313912,동충하초 젖돈S(MB)," 3,020 ",511.2," 1,543,820 ",
20210428,20412112,동충하초 육성돈S(MB)," 6,830 ",503.2," 3,436,850 ",
20210429,20313912,동충하초 젖돈S(MB)," 2,990 ",511.2," 1,528,480 ",
20210504,20313912,동충하초 젖돈S(MB)," 6,830 ",511.2," 3,491,490 ",
20210504,20412112,동충하초 육성돈S(MB)," 5,820 ",503.2," 2,928,620 ",
20210507,20313912,동충하초 젖돈S(MB)," 5,080 ",511.2," 2,596,890 ",
20210507,20412112,동충하초 육성돈S(MB)," 3,010 ",503.2," 1,514,630 ",
20210507,20912612,동충하초 임신돈S(MB)," 5,160 ",478," 2,466,480 ",
20210510,20313912,동충하초 젖돈S(MB)," 9,520 ",511.2," 4,866,620 ",
20210513,20412112,동충하초 육성돈S(MB)," 2,980 ",503.2," 1,499,530 ",
20210514,20313912,동충하초 젖돈S(MB)," 4,110 ",511.2," 2,101,030 ",
20210517,20313912,동충하초 젖돈S(MB)," 4,030 ",511.2," 2,060,130 ",
20210517,20412112,동충하초 육성돈S(MB)," 4,020 ",503.2," 2,022,860 ",
20210517,20912612,동충하초 임신돈S(MB)," 5,200 ",478," 2,485,600 ",
20210524,20313912,동충하초 젖돈S(MB)," 3,000 ",511.2," 1,533,600 ",
20210524,20412112,동충하초 육성돈S(MB)," 3,010 ",503.2," 1,514,630 ",
20210525,20313912,동충하초 젖돈S(MB)," 6,480 ",511.2," 3,312,570 ",
20210525,20412112,동충하초 육성돈S(MB)," 3,020 ",503.2," 1,519,660 ",
20210525,20912612,동충하초 임신돈S(MB)," 6,560 ",478," 3,135,680 ",
20210526,20412112,동충하초 육성돈S(MB)," 3,050 ",503.2," 1,534,760 ",
20210531,20313912,동충하초 젖돈S(MB)," 9,640 ",511.2," 4,927,960 ",
20210603,20412112,동충하초 육성돈S(MB)," 3,030 ",503.2," 1,524,690 ",
20210604,20313912,동충하초 젖돈S(MB)," 9,620 ",511.2," 4,917,740 ",
20210608,20313912,동충하초 젖돈S(MB)," 3,210 ",511.2," 1,640,950 ",
20210608,20912612,동충하초 임신돈S(MB)," 6,060 ",478," 2,896,680 ",
20210609,20313912,동충하초 젖돈S(MB)," 6,390 ",511.2," 3,266,560 ",
20210610,20412112,동충하초 육성돈S(MB)," 3,030 ",503.2," 1,524,690 ",
20210615,20313912,동충하초 젖돈S(MB)," 9,230 ",511.2," 4,718,370 ",
20210615,20412112,동충하초 육성돈S(MB)," 3,490 ",503.2," 1,756,160 ",
20210621,20412112,동충하초 육성돈S(MB)," 4,310 ",503.2," 2,168,790 ",
20210621,20912612,동충하초 임신돈S(MB)," 5,370 ",478," 2,566,860 ",
20210622,20313912,동충하초 젖돈S(MB)," 3,020 ",511.2," 1,543,820 ",
20210625,20313912,동충하초 젖돈S(MB)," 7,180 ",511.2," 3,670,410 ",
20210625,20412112,동충하초 육성돈S(MB)," 5,430 ",503.2," 2,732,370 ",
20210628,20313912,동충하초 젖돈S(MB)," 7,420 ",511.2," 3,793,100 ",
20210628,20412112,동충하초 육성돈S(MB)," 5,330 ",503.2," 2,682,050 ",
20210628,20912612,동충하초 임신돈S(MB)," 5,070 ",478," 2,423,460 ",
20210629,20313912,동충하초 젖돈S(MB)," 3,020 ",511.2," 1,543,820 ",
20210702,20313912,동충하초 젖돈S(MB)," 4,170 ",511.2," 2,131,700 ",
20210707,20313912,동충하초 젖돈S(MB)," 3,030 ",511.2," 1,548,930 ",
20210708,20313912,동충하초 젖돈S(MB)," 6,820 ",511.2," 3,486,380 ",
20210708,20412112,동충하초 육성돈S(MB)," 6,440 ",503.2," 3,240,600 ",
20210708,20912612,동충하초 임신돈S(MB)," 5,440 ",478," 2,600,320 ",
20210716,20313912,동충하초 젖돈S(MB)," 6,360 ",511.2," 3,251,230 ",
20210719,20412112,동충하초 육성돈S(MB)," 3,010 ",503.2," 1,514,630 ",
20210720,20313912,동충하초 젖돈S(MB)," 7,400 ",511.2," 3,782,880 ",
20210720,20912612,동충하초 임신돈S(MB)," 5,040 ",478," 2,409,120 ",
20210726,20313912,동충하초 젖돈S(MB)," 7,490 ",511.2," 3,828,880 ",
20210729,20313912,동충하초 젖돈S(MB)," 6,090 ",511.2," 3,113,200 ",
20210729,20412112,동충하초 육성돈S(MB)," 6,430 ",503.2," 3,235,570 ",
20210730,20313912,동충하초 젖돈S(MB)," 6,000 ",511.2," 3,067,200 ",
20210730,20912612,동충하초 임신돈S(MB)," 5,220 ",478," 2,495,160 ",
,,," 4,849,621 ",," 2,201,522,770 ",
